Date,Region,Weather Condition
2023-08-19,East,Cloudy
2023-08-19,North,Sunny
2023-08-19,East,Rainy
2023-08-19,South,Cloudy
2023-08-19,South,Sunny
2023-08-19,North,Cloudy
2023-08-19,West,Snowy
2023-08-19,West,Cloudy
2023-08-19,West,Rainy
2023-08-19,South,Rainy
2023-08-19,North,Rainy
2023-08-19,North,Snowy
2023-08-19,East,Snowy
2023-08-20,North,Snowy
2023-08-20,North,Cloudy
2023-08-20,West,Cloudy
2023-08-20,South,Sunny
2023-08-20,North,Sunny
2023-08-20,North,Rainy
2023-08-20,West,Rainy
2023-08-20,East,Rainy
2023-08-20,West,Sunny
2023-08-20,West,Snowy
2023-08-20,East,Snowy
2023-08-20,South,Snowy
2023-08-20,South,Rainy
2023-08-20,East,Sunny
2023-08-20,South,Cloudy
2023-08-20,East,Cloudy
2023-08-21,North,Sunny
2023-08-21,South,Snowy
2023-08-21,South,Cloudy
2023-08-21,North,Rainy
2023-08-21,East,Rainy
2023-08-21,West,Snowy
2023-08-21,East,Sunny
2023-08-21,North,Cloudy
2023-08-21,East,Cloudy
2023-08-21,West,Rainy
2023-08-21,East,Snowy
2023-08-21,South,Rainy
2023-08-21,West,Sunny
2023-08-21,South,Sunny
2023-08-21,West,Cloudy
2023-08-21,North,Snowy
2023-08-22,South,Snowy
2023-08-22,West,Rainy
2023-08-22,West,Cloudy
2023-08-22,North,Snowy
2023-08-22,East,Rainy
2023-08-22,East,Snowy
2023-08-22,North,Cloudy
2023-08-22,West,Sunny
2023-08-22,North,Rainy
2023-08-22,West,Snowy
2023-08-22,East,Cloudy
2023-08-22,North,Sunny
2023-08-22,South,Cloudy
2023-08-22,East,Sunny
2023-08-22,South,Sunny
2023-08-22,South,Rainy
2023-08-23,South,Cloudy
2023-08-23,East,Rainy
2023-08-23,West,Sunny
2023-08-23,South,Sunny
2023-08-23,West,Rainy
2023-08-23,East,Snowy
2023-08-23,North,Rainy
2023-08-23,North,Sunny
2023-08-23,West,Cloudy
2023-08-23,West,Snowy
2023-08-23,South,Rainy
2023-08-23,South,Snowy
2023-08-23,North,Snowy
2023-08-23,East,Sunny
2023-08-23,North,Cloudy
2023-08-23,East,Cloudy
2023-08-24,East,Snowy
2023-08-24,South,Rainy
2023-08-24,North,Cloudy
2023-08-24,South,Snowy
2023-08-24,West,Snowy
2023-08-24,South,Sunny
2023-08-24,West,Cloudy
2023-08-24,North,Rainy
2023-08-24,West,Rainy
2023-08-24,West,Sunny
2023-08-24,East,Cloudy
2023-08-24,North,Sunny
2023-08-24,East,Rainy
2023-08-24,East,Sunny
2023-08-24,North,Snowy
2023-08-24,South,Cloudy
2023-08-25,North,Snowy
2023-08-25,South,Snowy
2023-08-25,East,Snowy
2023-08-25,East,Cloudy
2023-08-25,North,Sunny
2023-08-25,South,Sunny
2023-08-25,South,Rainy
2023-08-25,West,Sunny
2023-08-25,East,Rainy
2023-08-25,East,Sunny
2023-08-25,West,Rainy
2023-08-25,West,Cloudy
2023-08-25,West,Snowy
2023-08-25,North,Rainy
2023-08-25,North,Cloudy
2023-08-25,South,Cloudy
2023-08-26,South,Sunny
2023-08-26,North,Rainy
2023-08-26,West,Sunny
2023-08-26,West,Snowy
2023-08-26,North,Snowy
2023-08-26,West,Rainy
2023-08-26,West,Cloudy
2023-08-26,North,Cloudy
2023-08-26,South,Cloudy
2023-08-26,South,Snowy
2023-08-26,East,Cloudy
2023-08-26,North,Sunny
2023-08-26,East,Rainy
2023-08-26,East,Sunny
2023-08-26,South,Rainy
2023-08-26,East,Snowy
2023-08-27,North,Snowy
2023-08-27,South,Snowy
2023-08-27,East,Sunny
2023-08-27,South,Cloudy
2023-08-27,East,Cloudy
2023-08-27,West,Rainy
2023-08-27,West,Cloudy
2023-08-27,North,Cloudy
2023-08-27,South,Sunny
2023-08-27,East,Rainy
2023-08-27,North,Rainy
2023-08-27,West,Snowy
2023-08-27,South,Rainy
2023-08-27,East,Snowy
2023-08-27,North,Sunny
2023-08-27,West,Sunny
2023-08-28,North,Sunny
2023-08-28,East,Rainy
2023-08-28,East,Cloudy
2023-08-28,North,Cloudy
2023-08-28,South,Snowy
2023-08-28,West,Cloudy
2023-08-28,North,Snowy
2023-08-28,East,Sunny
2023-08-28,North,Rainy
2023-08-28,South,Sunny
2023-08-28,East,Snowy
2023-08-28,West,Snowy
2023-08-28,West,Sunny
2023-08-28,South,Rainy
2023-08-28,South,Cloudy
2023-08-28,West,Rainy
2023-08-29,West,Rainy
2023-08-29,South,Rainy
2023-08-29,North,Rainy
2023-08-29,North,Cloudy
2023-08-29,South,Snowy
2023-08-29,South,Sunny
2023-08-29,East,Rainy
2023-08-29,North,Sunny
2023-08-29,South,Cloudy
2023-08-29,West,Sunny
2023-08-29,West,Snowy
2023-08-29,East,Cloudy
2023-08-29,East,Sunny
2023-08-29,West,Cloudy
2023-08-29,East,Snowy
2023-08-29,North,Snowy
2023-08-30,East,Sunny
2023-08-30,North,Snowy
2023-08-30,West,Cloudy
2023-08-30,West,Rainy
2023-08-30,North,Rainy
2023-08-30,North,Sunny
2023-08-30,South,Sunny
2023-08-30,West,Sunny
2023-08-30,West,Snowy
2023-08-30,East,Snowy
2023-08-30,South,Rainy
2023-08-30,North,Cloudy
2023-08-30,East,Cloudy
2023-08-30,South,Snowy
2023-08-30,South,Cloudy
2023-08-30,East,Rainy
2023-08-31,West,Sunny
2023-08-31,East,Snowy
2023-08-31,North,Snowy
2023-08-31,North,Rainy
2023-08-31,West,Cloudy
2023-08-31,North,Sunny
2023-08-31,East,Sunny
2023-08-31,South,Rainy
2023-08-31,East,Cloudy
2023-08-31,East,Rainy
2023-08-31,South,Sunny
2023-08-31,South,Cloudy
2023-08-31,South,Snowy
2023-08-31,West,Snowy
2023-08-31,West,Rainy
2023-08-31,North,Cloudy
2023-09-01,South,Snowy
2023-09-01,West,Sunny
2023-09-01,South,Cloudy
2023-09-01,East,Snowy
2023-09-01,West,Cloudy
2023-09-01,North,Cloudy
2023-09-01,West,Snowy
2023-09-01,North,Rainy
2023-09-01,South,Rainy
2023-09-01,West,Rainy
2023-09-01,East,Sunny
2023-09-01,South,Sunny
2023-09-01,East,Rainy
2023-09-01,North,Sunny
2023-09-01,North,Snowy
2023-09-01,East,Cloudy
2023-09-02,East,Sunny
2023-09-02,South,Cloudy
2023-09-02,West,Rainy
2023-09-02,North,Snowy
2023-09-02,South,Rainy
2023-09-02,North,Rainy
2023-09-02,East,Cloudy
2023-09-02,North,Cloudy
2023-09-02,West,Cloudy
2023-09-02,South,Snowy
2023-09-02,West,Sunny
2023-09-02,East,Snowy
2023-09-02,North,Sunny
2023-09-02,West,Snowy
2023-09-02,South,Sunny
2023-09-02,East,Rainy
2023-09-03,East,Snowy
2023-09-03,East,Rainy
2023-09-03,North,Snowy
2023-09-03,North,Rainy
2023-09-03,South,Cloudy
2023-09-03,South,Snowy
2023-09-03,West,Cloudy
2023-09-03,South,Sunny
2023-09-03,West,Snowy
2023-09-03,North,Sunny
2023-09-03,West,Sunny
2023-09-03,South,Rainy
2023-09-03,East,Sunny
2023-09-03,West,Rainy
2023-09-03,North,Cloudy
2023-09-03,East,Cloudy
2023-09-04,East,Cloudy
2023-09-04,East,Rainy
2023-09-04,North,Sunny
2023-09-04,South,Cloudy
2023-09-04,North,Cloudy
2023-09-04,North,Snowy
2023-09-04,West,Snowy
2023-09-04,South,Sunny
2023-09-04,South,Rainy
2023-09-04,East,Snowy
2023-09-04,West,Cloudy
2023-09-04,East,Sunny
2023-09-04,West,Rainy
2023-09-04,North,Rainy
2023-09-04,South,Snowy
2023-09-04,West,Sunny
2023-09-05,West,Cloudy
2023-09-05,West,Sunny
2023-09-05,North,Snowy
2023-09-05,South,Rainy
2023-09-05,West,Snowy
2023-09-05,West,Rainy
2023-09-05,North,Sunny
2023-09-05,East,Sunny
2023-09-05,East,Cloudy
2023-09-05,East,Rainy
2023-09-05,East,Snowy
2023-09-05,North,Cloudy
2023-09-05,South,Snowy
2023-09-05,South,Sunny
2023-09-05,North,Rainy
2023-09-05,South,Cloudy
2023-09-06,East,Rainy
2023-09-06,North,Sunny
2023-09-06,West,Snowy
2023-09-06,West,Cloudy
2023-09-06,East,Snowy
2023-09-06,West,Rainy
2023-09-06,North,Snowy
2023-09-06,East,Sunny
2023-09-06,South,Cloudy
2023-09-06,South,Snowy
2023-09-06,North,Rainy
2023-09-06,South,Sunny
2023-09-06,South,Rainy
2023-09-06,East,Cloudy
2023-09-06,West,Sunny
2023-09-06,North,Cloudy
2023-09-07,West,Snowy
2023-09-07,North,Rainy
2023-09-07,East,Rainy
2023-09-07,West,Sunny
2023-09-07,South,Cloudy
2023-09-07,East,Cloudy
2023-09-07,West,Rainy
2023-09-07,East,Snowy
2023-09-07,West,Cloudy
2023-09-07,East,Sunny
2023-09-07,South,Rainy
2023-09-07,North,Snowy
2023-09-07,South,Snowy
2023-09-07,North,Cloudy
2023-09-07,South,Sunny
2023-09-07,North,Sunny
2023-09-08,East,Rainy
2023-09-08,North,Rainy
2023-09-08,West,Rainy
2023-09-08,East,Snowy
2023-09-08,South,Sunny
2023-09-08,West,Sunny
2023-09-08,South,Snowy
2023-09-08,West,Snowy
2023-09-08,East,Cloudy
2023-09-08,South,Cloudy
2023-09-08,North,Sunny
2023-09-08,West,Cloudy
2023-09-08,East,Sunny
2023-09-08,North,Cloudy
2023-09-08,North,Snowy
2023-09-08,South,Rainy
2023-09-09,West,Sunny
2023-09-09,West,Cloudy
2023-09-09,North,Rainy
2023-09-09,South,Cloudy
2023-09-09,West,Rainy
2023-09-09,East,Rainy
2023-09-09,South,Sunny
2023-09-09,East,Sunny
2023-09-09,North,Snowy
2023-09-09,South,Snowy
2023-09-09,South,Rainy
2023-09-09,East,Cloudy
2023-09-09,North,Sunny
2023-09-09,West,Snowy
2023-09-09,East,Snowy
2023-09-09,North,Cloudy
2023-09-10,East,Sunny
2023-09-10,South,Cloudy
2023-09-10,West,Rainy
2023-09-10,North,Snowy
2023-09-10,East,Rainy
2023-09-10,West,Cloudy
2023-09-10,South,Snowy
2023-09-10,North,Rainy
2023-09-10,South,Sunny
2023-09-10,West,Snowy
2023-09-10,South,Rainy
2023-09-10,North,Cloudy
2023-09-10,North,Sunny
2023-09-10,East,Cloudy
2023-09-10,East,Snowy
2023-09-11,East,Sunny
2023-09-11,South,Sunny
2023-09-11,South,Rainy
2023-09-11,South,Cloudy
2023-09-11,East,Rainy
2023-09-11,East,Snowy
2023-09-11,West,Snowy
2023-09-11,North,Cloudy
2023-09-11,North,Sunny
2023-09-11,West,Cloudy
2023-09-11,East,Cloudy
2023-09-11,West,Rainy
2023-09-11,North,Snowy
2023-09-11,North,Rainy
2023-09-11,West,Sunny
2023-09-11,South,Snowy
2023-09-12,South,Snowy
2023-09-12,West,Rainy
2023-09-12,North,Snowy
2023-09-12,North,Rainy
2023-09-12,West,Snowy
2023-09-12,North,Sunny
2023-09-12,West,Sunny
2023-09-12,East,Cloudy
2023-09-12,West,Cloudy
2023-09-12,East,Snowy
2023-09-12,South,Cloudy
2023-09-12,North,Cloudy
2023-09-12,East,Rainy
2023-09-12,South,Sunny
2023-09-12,South,Rainy
2023-09-12,East,Sunny
2023-09-13,North,Sunny
2023-09-13,South,Snowy
2023-09-13,East,Rainy
2023-09-13,North,Cloudy
2023-09-13,South,Rainy
2023-09-13,South,Cloudy
2023-09-13,West,Sunny
2023-09-13,South,Sunny
2023-09-13,North,Snowy
2023-09-13,East,Snowy
2023-09-13,East,Cloudy
2023-09-13,East,Sunny
2023-09-13,North,Rainy
2023-09-13,West,Snowy
2023-09-13,West,Cloudy
2023-09-13,West,Rainy
2023-09-14,East,Snowy
2023-09-14,South,Cloudy
2023-09-14,West,Snowy
2023-09-14,East,Sunny
2023-09-14,West,Rainy
2023-09-14,North,Sunny
2023-09-14,South,Sunny
2023-09-14,North,Cloudy
2023-09-14,South,Snowy
2023-09-14,West,Cloudy
2023-09-14,East,Cloudy
2023-09-14,South,Rainy
2023-09-14,East,Rainy
2023-09-14,West,Sunny
2023-09-14,North,Snowy
2023-09-14,North,Rainy
2023-09-15,West,Cloudy
2023-09-15,South,Sunny
2023-09-15,North,Snowy
2023-09-15,South,Snowy
2023-09-15,East,Snowy
2023-09-15,South,Rainy
2023-09-15,West,Sunny
2023-09-15,North,Cloudy
2023-09-15,West,Rainy
2023-09-15,West,Snowy
2023-09-15,East,Sunny
2023-09-15,East,Cloudy
2023-09-15,North,Rainy
2023-09-15,North,Sunny
2023-09-15,East,Rainy
2023-09-15,South,Cloudy
2023-09-16,East,Rainy
2023-09-16,South,Snowy
2023-09-16,West,Rainy
2023-09-16,South,Sunny
2023-09-16,South,Rainy
2023-09-16,West,Cloudy
2023-09-16,West,Snowy
2023-09-16,South,Cloudy
2023-09-16,North,Cloudy
2023-09-16,East,Snowy
2023-09-16,West,Sunny
2023-09-16,North,Sunny
2023-09-16,North,Snowy
2023-09-16,East,Sunny
2023-09-16,East,Cloudy
2023-09-16,North,Rainy
2023-09-17,North,Sunny
2023-09-17,North,Cloudy
2023-09-17,South,Snowy
2023-09-17,North,Rainy
2023-09-17,West,Snowy
2023-09-17,East,Snowy
2023-09-17,East,Sunny
2023-09-17,West,Sunny
2023-09-17,East,Rainy
2023-09-17,West,Cloudy
2023-09-17,South,Rainy
2023-09-17,North,Snowy
2023-09-17,East,Cloudy
2023-09-17,West,Rainy
2023-09-17,South,Sunny
2023-09-17,South,Cloudy
2023-09-18,North,Sunny
2023-09-18,West,Sunny
2023-09-18,West,Rainy
2023-09-18,North,Rainy
2023-09-18,West,Cloudy
2023-09-18,East,Snowy
2023-09-18,East,Sunny
2023-09-18,South,Cloudy
2023-09-18,South,Sunny
2023-09-18,East,Cloudy
2023-09-18,East,Rainy
2023-09-18,South,Rainy
2023-09-18,North,Snowy
2023-09-18,West,Snowy
2023-09-18,North,Cloudy
2023-09-18,South,Snowy
2023-09-19,East,Sunny
2023-09-19,North,Sunny
2023-09-19,South,Rainy
2023-09-19,West,Rainy
2023-09-19,North,Cloudy
2023-09-19,North,Rainy
2023-09-19,West,Cloudy
2023-09-19,South,Sunny
2023-09-19,South,Snowy
2023-09-19,East,Cloudy
2023-09-19,North,Snowy
2023-09-19,West,Snowy
2023-09-19,East,Snowy
2023-09-19,South,Cloudy
2023-09-19,East,Rainy
2023-09-19,West,Sunny
2023-09-20,East,Rainy
2023-09-20,North,Sunny
2023-09-20,South,Sunny
2023-09-20,East,Snowy
2023-09-20,North,Rainy
2023-09-20,North,Cloudy
2023-09-20,East,Cloudy
2023-09-20,South,Cloudy
2023-09-20,West,Snowy
2023-09-20,West,Cloudy
2023-09-20,West,Sunny
2023-09-20,South,Snowy
2023-09-20,North,Snowy
2023-09-20,West,Rainy
2023-09-20,South,Rainy
2023-09-20,East,Sunny
2023-09-21,North,Cloudy
2023-09-21,North,Rainy
2023-09-21,South,Cloudy
2023-09-21,West,Cloudy
2023-09-21,East,Rainy
2023-09-21,East,Snowy
2023-09-21,North,Sunny
2023-09-21,South,Sunny
2023-09-21,South,Snowy
2023-09-21,South,Rainy
2023-09-21,East,Cloudy
2023-09-21,West,Snowy
2023-09-21,East,Sunny
2023-09-21,North,Snowy
2023-09-21,West,Rainy
2023-09-21,West,Sunny
2023-09-22,South,Snowy
2023-09-22,East,Cloudy
2023-09-22,South,Rainy
2023-09-22,West,Sunny
2023-09-22,North,Cloudy
2023-09-22,South,Cloudy
2023-09-22,West,Cloudy
2023-09-22,East,Rainy
2023-09-22,North,Sunny
2023-09-22,South,Sunny
2023-09-22,North,Snowy
2023-09-22,West,Snowy
2023-09-22,East,Sunny
2023-09-22,West,Rainy
2023-09-22,East,Snowy
2023-09-22,North,Rainy
2023-09-23,North,Cloudy
2023-09-23,South,Snowy
2023-09-23,West,Snowy
2023-09-23,West,Sunny
2023-09-23,South,Cloudy
2023-09-23,North,Snowy
2023-09-23,South,Sunny
2023-09-23,West,Cloudy
2023-09-23,East,Sunny
2023-09-23,South,Rainy
2023-09-23,East,Snowy
2023-09-23,West,Rainy
2023-09-23,North,Rainy
2023-09-23,North,Sunny
2023-09-23,East,Rainy
2023-09-23,East,Cloudy
2023-09-24,East,Cloudy
2023-09-24,West,Rainy
2023-09-24,South,Sunny
2023-09-24,West,Cloudy
2023-09-24,East,Rainy
2023-09-24,West,Snowy
2023-09-24,South,Snowy
2023-09-24,North,Rainy
2023-09-24,North,Snowy
2023-09-24,West,Sunny
2023-09-24,North,Cloudy
2023-09-24,South,Cloudy
2023-09-24,East,Sunny
2023-09-24,South,Rainy
2023-09-24,East,Snowy
2023-09-24,North,Sunny
2023-09-25,East,Rainy
2023-09-25,North,Snowy
2023-09-25,West,Snowy
2023-09-25,South,Cloudy
2023-09-25,South,Snowy
2023-09-25,North,Cloudy
2023-09-25,South,Rainy
2023-09-25,North,Sunny
2023-09-25,East,Cloudy
2023-09-25,East,Snowy
2023-09-25,East,Sunny
2023-09-25,West,Rainy
2023-09-25,West,Sunny
2023-09-25,North,Rainy
2023-09-25,West,Cloudy
2023-09-25,South,Sunny
2023-09-26,West,Snowy
2023-09-26,South,Snowy
2023-09-26,North,Snowy
2023-09-26,North,Sunny
2023-09-26,East,Sunny
2023-09-26,North,Rainy
2023-09-26,West,Rainy
2023-09-26,East,Cloudy
2023-09-26,South,Cloudy
2023-09-26,East,Rainy
2023-09-26,West,Cloudy
2023-09-26,North,Cloudy
2023-09-26,West,Sunny
2023-09-26,East,Snowy
2023-09-26,South,Rainy
2023-09-26,South,Sunny
2023-09-27,West,Snowy
2023-09-27,North,Cloudy
2023-09-27,East,Cloudy
2023-09-27,North,Snowy
2023-09-27,East,Sunny
2023-09-27,South,Cloudy
2023-09-27,South,Sunny
2023-09-27,West,Sunny
2023-09-27,West,Rainy
2023-09-27,West,Cloudy
2023-09-27,North,Sunny
2023-09-27,East,Snowy
2023-09-27,East,Rainy
2023-09-27,South,Rainy
2023-09-27,North,Rainy
2023-09-27,South,Snowy
2023-09-28,West,Rainy
2023-09-28,South,Rainy
2023-09-28,South,Sunny
2023-09-28,South,Snowy
2023-09-28,North,Sunny
2023-09-28,East,Snowy
2023-09-28,South,Cloudy
2023-09-28,North,Rainy
2023-09-28,West,Snowy
2023-09-28,East,Cloudy
2023-09-28,East,Sunny
2023-09-28,West,Sunny
2023-09-28,East,Rainy
2023-09-28,North,Cloudy
2023-09-28,West,Cloudy
2023-09-28,North,Snowy
2023-09-29,West,Rainy
2023-09-29,North,Snowy
2023-09-29,North,Sunny
2023-09-29,North,Cloudy
2023-09-29,South,Sunny
2023-09-29,West,Cloudy
2023-09-29,South,Cloudy
2023-09-29,West,Snowy
2023-09-29,East,Rainy
2023-09-29,North,Rainy
2023-09-29,East,Cloudy
2023-09-29,East,Sunny
2023-09-29,South,Snowy
2023-09-29,South,Rainy
2023-09-29,West,Sunny
2023-09-29,East,Snowy
2023-09-30,North,Snowy
2023-09-30,South,Snowy
2023-09-30,South,Rainy
2023-09-30,West,Rainy
2023-09-30,East,Rainy
2023-09-30,West,Snowy
2023-09-30,South,Cloudy
2023-09-30,East,Sunny
2023-09-30,East,Cloudy
2023-09-30,West,Cloudy
2023-09-30,North,Rainy
2023-09-30,West,Sunny
2023-09-30,North,Cloudy
2023-09-30,East,Snowy
2023-09-30,South,Sunny
2023-09-30,North,Sunny
2023-10-01,South,Sunny
2023-10-01,East,Sunny
2023-10-01,East,Snowy
2023-10-01,East,Rainy
2023-10-01,South,Cloudy
2023-10-01,West,Snowy
2023-10-01,South,Snowy
2023-10-01,South,Rainy
2023-10-01,North,Rainy
2023-10-01,West,Rainy
2023-10-01,North,Snowy
2023-10-01,West,Cloudy
2023-10-01,North,Sunny
2023-10-01,North,Cloudy
2023-10-01,East,Cloudy
2023-10-01,West,Sunny
2023-10-02,East,Snowy
2023-10-02,South,Rainy
2023-10-02,North,Cloudy
2023-10-02,South,Snowy
2023-10-02,West,Sunny
2023-10-02,East,Rainy
2023-10-02,East,Cloudy
2023-10-02,West,Snowy
2023-10-02,North,Rainy
2023-10-02,South,Cloudy
2023-10-02,South,Sunny
2023-10-02,North,Sunny
2023-10-02,North,Snowy
2023-10-02,West,Cloudy
2023-10-02,East,Sunny
2023-10-02,West,Rainy
2023-10-03,East,Cloudy
2023-10-03,South,Rainy
2023-10-03,North,Snowy
2023-10-03,North,Rainy
2023-10-03,West,Sunny
2023-10-03,East,Rainy
2023-10-03,South,Snowy
2023-10-03,South,Cloudy
2023-10-03,West,Cloudy
2023-10-03,West,Snowy
2023-10-03,North,Cloudy
2023-10-03,West,Rainy
2023-10-03,North,Sunny
2023-10-03,East,Snowy
2023-10-03,South,Sunny
2023-10-03,East,Sunny
2023-10-04,North,Rainy
2023-10-04,West,Rainy
2023-10-04,South,Cloudy
2023-10-04,East,Cloudy
2023-10-04,South,Snowy
2023-10-04,North,Sunny
2023-10-04,West,Cloudy
2023-10-04,North,Snowy
2023-10-04,East,Snowy
2023-10-04,North,Cloudy
2023-10-04,East,Sunny
2023-10-04,East,Rainy
2023-10-04,West,Snowy
2023-10-04,South,Sunny
2023-10-04,South,Rainy
2023-10-04,West,Sunny
2023-10-05,West,Cloudy
2023-10-05,West,Rainy
2023-10-05,North,Snowy
2023-10-05,South,Cloudy
2023-10-05,East,Cloudy
2023-10-05,West,Snowy
2023-10-05,East,Rainy
2023-10-05,East,Sunny
2023-10-05,North,Rainy
2023-10-05,North,Cloudy
2023-10-05,East,Snowy
2023-10-05,South,Sunny
2023-10-05,West,Sunny
2023-10-05,North,Sunny
2023-10-05,South,Rainy
2023-10-05,South,Snowy
2023-10-06,South,Cloudy
2023-10-06,West,Cloudy
2023-10-06,West,Sunny
2023-10-06,South,Sunny
2023-10-06,North,Snowy
2023-10-06,East,Rainy
2023-10-06,North,Rainy
2023-10-06,South,Snowy
2023-10-06,West,Snowy
2023-10-06,North,Sunny
2023-10-06,North,Cloudy
2023-10-06,East,Snowy
2023-10-06,East,Cloudy
2023-10-06,East,Sunny
2023-10-06,South,Rainy
2023-10-06,West,Rainy
2023-10-07,East,Cloudy
2023-10-07,East,Sunny
2023-10-07,South,Sunny
2023-10-07,South,Cloudy
2023-10-07,East,Snowy
2023-10-07,North,Rainy
2023-10-07,South,Snowy
2023-10-07,West,Sunny
2023-10-07,West,Rainy
2023-10-07,North,Snowy
2023-10-07,West,Cloudy
2023-10-07,West,Snowy
2023-10-07,North,Sunny
2023-10-07,East,Rainy
2023-10-07,North,Cloudy
2023-10-07,South,Rainy
2023-10-08,West,Snowy
2023-10-08,East,Snowy
2023-10-08,North,Cloudy
2023-10-08,West,Cloudy
2023-10-08,East,Sunny
2023-10-08,South,Rainy
2023-10-08,North,Snowy
2023-10-08,West,Rainy
2023-10-08,North,Sunny
2023-10-08,South,Sunny
2023-10-08,West,Sunny
2023-10-08,East,Cloudy
2023-10-08,South,Snowy
2023-10-08,South,Cloudy
2023-10-08,North,Rainy
2023-10-08,East,Rainy
2023-10-09,West,Snowy
2023-10-09,West,Cloudy
2023-10-09,East,Rainy
2023-10-09,East,Sunny
2023-10-09,West,Rainy
2023-10-09,South,Sunny
2023-10-09,East,Snowy
2023-10-09,North,Rainy
2023-10-09,East,Cloudy
2023-10-09,South,Cloudy
2023-10-09,West,Sunny
2023-10-09,North,Snowy
2023-10-09,South,Rainy
2023-10-09,South,Snowy
2023-10-09,North,Sunny
2023-10-09,North,Cloudy
2023-10-10,East,Snowy
2023-10-10,West,Snowy
2023-10-10,South,Cloudy
2023-10-10,North,Rainy
2023-10-10,South,Snowy
2023-10-10,North,Cloudy
2023-10-10,South,Sunny
2023-10-10,West,Cloudy
2023-10-10,East,Sunny
2023-10-10,East,Cloudy
2023-10-10,East,Rainy
2023-10-10,North,Sunny
2023-10-10,North,Snowy
2023-10-10,South,Rainy
2023-10-10,West,Rainy
2023-10-10,West,Sunny
2023-10-11,South,Sunny
2023-10-11,West,Rainy
2023-10-11,North,Cloudy
2023-10-11,East,Sunny
2023-10-11,North,Snowy
2023-10-11,South,Cloudy
2023-10-11,South,Rainy
2023-10-11,East,Rainy
2023-10-11,South,Snowy
2023-10-11,North,Rainy
2023-10-11,North,Sunny
2023-10-11,East,Snowy
2023-10-11,West,Cloudy
2023-10-11,West,Sunny
2023-10-11,East,Cloudy
2023-10-11,West,Snowy
2023-10-12,South,Rainy
2023-10-12,South,Snowy
2023-10-12,West,Rainy
2023-10-12,East,Cloudy
2023-10-12,North,Cloudy
2023-10-12,North,Rainy
2023-10-12,North,Snowy
2023-10-12,West,Snowy
2023-10-12,East,Rainy
2023-10-12,South,Sunny
2023-10-12,West,Cloudy
2023-10-12,South,Cloudy
2023-10-12,East,Snowy
2023-10-12,East,Sunny
2023-10-12,West,Sunny
2023-10-12,North,Sunny
2023-10-13,West,Cloudy
2023-10-13,East,Sunny
2023-10-13,West,Snowy
2023-10-13,East,Rainy
2023-10-13,South,Snowy
2023-10-13,West,Sunny
2023-10-13,West,Rainy
2023-10-13,East,Snowy
2023-10-13,North,Cloudy
2023-10-13,South,Sunny
2023-10-13,South,Cloudy
2023-10-13,East,Cloudy
2023-10-13,North,Sunny
2023-10-13,South,Rainy
2023-10-13,North,Snowy
2023-10-13,North,Rainy
2023-10-14,South,Rainy
2023-10-14,South,Snowy
2023-10-14,East,Sunny
2023-10-14,West,Snowy
2023-10-14,South,Cloudy
2023-10-14,East,Snowy
2023-10-14,East,Rainy
2023-10-14,North,Sunny
2023-10-14,South,Sunny
2023-10-14,West,Cloudy
2023-10-14,East,Cloudy
2023-10-14,West,Rainy
2023-10-14,North,Snowy
2023-10-14,West,Sunny
2023-10-14,North,Rainy
2023-10-14,North,Cloudy
2023-10-15,East,Sunny
2023-10-15,East,Cloudy
2023-10-15,North,Rainy
2023-10-15,South,Sunny
2023-10-15,West,Snowy
2023-10-15,West,Cloudy
2023-10-15,South,Cloudy
2023-10-15,East,Rainy
2023-10-15,North,Cloudy
2023-10-15,North,Snowy
2023-10-15,South,Rainy
2023-10-15,West,Sunny
2023-10-15,West,Rainy
2023-10-15,East,Snowy
2023-10-15,North,Sunny
2023-10-15,South,Snowy
2023-10-16,North,Rainy
2023-10-16,East,Snowy
2023-10-16,South,Sunny
2023-10-16,East,Sunny
2023-10-16,West,Sunny
2023-10-16,West,Rainy
2023-10-16,North,Cloudy
2023-10-16,South,Cloudy
2023-10-16,West,Cloudy
2023-10-16,South,Rainy
2023-10-16,South,Snowy
2023-10-16,North,Snowy
2023-10-16,East,Cloudy
2023-10-16,East,Rainy
2023-10-16,West,Snowy
2023-10-16,North,Sunny
2023-10-17,South,Rainy
2023-10-17,East,Snowy
2023-10-17,North,Sunny
2023-10-17,North,Snowy
2023-10-17,East,Sunny
2023-10-17,East,Rainy
2023-10-17,West,Cloudy
2023-10-17,South,Sunny
2023-10-17,North,Rainy
2023-10-17,West,Rainy
2023-10-17,West,Sunny
2023-10-17,South,Cloudy
2023-10-17,South,Snowy
2023-10-17,North,Cloudy
2023-10-17,East,Cloudy
2023-10-17,West,Snowy
2023-10-18,North,Cloudy
2023-10-18,North,Rainy
2023-10-18,South,Cloudy
2023-10-18,East,Sunny
2023-10-18,South,Rainy
2023-10-18,West,Rainy
2023-10-18,South,Sunny
2023-10-18,West,Sunny
2023-10-18,West,Snowy
2023-10-18,East,Snowy
2023-10-18,East,Cloudy
2023-10-18,West,Cloudy
2023-10-18,North,Snowy
2023-10-18,North,Sunny
2023-10-18,South,Snowy
2023-10-18,East,Rainy
2023-10-19,North,Rainy
2023-10-19,West,Snowy
2023-10-19,East,Rainy
2023-10-19,East,Cloudy
2023-10-19,East,Snowy
2023-10-19,South,Sunny
2023-10-19,South,Cloudy
2023-10-19,North,Sunny
2023-10-19,South,Snowy
